id,lat,lng,price,currency,days_since_publication,independiente_o_inmobiliaria,area,bathrooms,parking_lots,rooms,antiquity,
57697085,19.364126,-99.278799,16500,MN,81,inmobiliaria,59,1,0,1,None,
56183184,-99.1711127,19.3905279,16500,MN,21,inmobiliaria,120,1,1,2,40,
58081274,19.468983,-99.1595607,15000,MN,26,inmobiliaria,7000,2,2,2,A estrenar,
57713788,19.4215455,-99.2251749,7400,USD,70,inmobiliaria,nan,3,4,4,2007,
57514976,19.3648493,-99.1932843,20000,MN,117,independiente,nan,2,2,2,A estrenar,
58202466,19.3962837,-99.2574625,90000,MN,16,inmobiliaria,nan,3,3,3,10,
57434517,19.3625508,-99.2757861,13000000,MN,134,inmobiliaria,nan,3,3,3,A estrenar,
55862419,-99.1654408,19.3727064,10000,MN,nan,inmobiliaria,70,1,1,2,20,
57403644,19.4285808,-99.1616033,42000,MN,1,inmobiliaria,110,2,1,2,10,
57759916,19.3631628,-99.2730402,50000,MN,66,inmobiliaria,285,3,3,3,5,
58087437,19.4098619,-99.1815475,10600000,MN,27,inmobiliaria,nan,2,2,2,A estrenar,
57450397,19.3955968,-99.1778907,25000,MN,21,inmobiliaria,100,2,2,2,10,
58190433,19.3689927,-99.2887804,10000,MN,15,inmobiliaria,124,2,1,2,10,
58121082,19.52673725,-99.17033317,5000,MN,23,inmobiliaria,45,1,0,2,39,
58096848,19.388111,-99.2445403,72500,MN,26,inmobiliaria,343,3,4,3,4,
57793223,19.4315765,-99.1927311,4200,USD,60,inmobiliaria,nan,2,2,2,A estrenar,
57431602,19.4326705,-99.1949618,14500000,MN,135,inmobiliaria,150,2,2,2,A estrenar,
57078820,19.3773356,-99.2630868,95000,MN,188,inmobiliaria,nan,3,4,3,A estrenar,
57334129,19.4369386,-99.1905638,60000,MN,151,inmobiliaria,160,3,2,3,A estrenar,
57819313,19.3663718,-99.2531902,55000,MN,56,inmobiliaria,nan,3,3,3,8,
58110470,19.4366641,-99.1904812,36000,MN,25,inmobiliaria,nan,2,2,2,12,
56867027,19.3857292,-99.2582812,65000,MN,0,independiente,375,3,3,3,10,
54769140,19.427407,-99.165506,20000,MN,0,inmobiliaria,70,1,1,1,None,
55879876,19.303087,-99.231567,7000,MN,0,inmobiliaria,20,1,0,1,None,
56813668,19.4372726,-99.2046028,21000000,MN,226,inmobiliaria,292,3,2,3,35,
57453564,-99.1511599,19.4357086,8900,MN,128,inmobiliaria,40,1,0,0,46,
56868053,19.4344106,-99.197076,40000,MN,218,inmobiliaria,235,2,2,3,A estrenar,
57434961,19.3625508,-99.2757861,13000000,MN,132,inmobiliaria,nan,3,3,3,A estrenar,
58084467,19.4268373,-99.1918203,56000,MN,30,inmobiliaria,nan,3,2,3,A estrenar,
57732320,-99.1932077,19.3847905,13000,MN,72,inmobiliaria,59,1,2,1,1,
57434798,19.4359716,-99.1941297,50000,MN,132,inmobiliaria,nan,2,4,3,A estrenar,
58141339,19.32678101,-99.12316544,12000,MN,22,independiente,110,2,1,3,None,
55879747,19.4315765,-99.1927311,160000,MN,9,inmobiliaria,nan,3,4,3,A estrenar,
56955893,19.43095553,-99.20085628,120000,MN,107,inmobiliaria,nan,3,2,3,15,
57556869,19.373071,-99.2533353,24500,MN,100,inmobiliaria,nan,2,2,2,9,
56455626,19.3624296,-99.2848387,25000,MN,10,inmobiliaria,124,2,2,2,A estrenar,
58294735,19.3757,-99.265,30000,MN,2,inmobiliaria,200,3,2,2,12,
58254832,19.4180712,-99.1653339,51000,MN,6,independiente,nan,2,2,2,A estrenar,
58023406,19.3302331,-99.1432942,11000,MN,38,inmobiliaria,62,1,1,2,10,
57992955,nan,nan,14000,MN,40,inmobiliaria,66,1,1,1,A estrenar,
58294845,19.4582,-99.1963,6500,MN,2,inmobiliaria,65,1,1,2,1,
55811714,19.3855147,-99.2533303,60000,MN,202,inmobiliaria,nan,3,3,3,A estrenar,
56540875,19.4333373,-99.2109434,35000,MN,7,inmobiliaria,210,2,2,2,20,
57559511,19.4338746,-99.1895223,16000000,MN,110,inmobiliaria,400,2,1,2,20,
56819814,19.3541722,-99.264598,4000000,USD,227,independiente,520,3,6,3,A estrenar,
58116453,19.38270369,-99.19003107,5000000,MN,24,inmobiliaria,114,2,2,2,1,
57399499,19.3694979,-99.2501116,40000,MN,76,inmobiliaria,nan,2,2,3,A estrenar,
58261204,19.4359736,-99.1977705,70000,MN,7,inmobiliaria,214,3,2,3,30,
57048821,19.4336045,-99.2005295,130000,MN,2,inmobiliaria,240,3,2,2,2,
57773553,19.3643609,-99.1618693,25500,MN,62,inmobiliaria,nan,2,3,2,A estrenar,
57928431,19.4021804,-99.1441749,15500,MN,3,inmobiliaria,70,2,1,2,A estrenar,
57553007,19.3752412,-99.2633032,45000,MN,111,inmobiliaria,nan,3,3,2,8,
57290397,19.3008936,-99.2085325,50000,MN,157,inmobiliaria,220,3,3,3,25,
57391947,19.4321301,-99.2115659,31000,MN,140,inmobiliaria,176,2,2,2,18,
56237751,19.4361458,-99.2111054,50000,MN,317,inmobiliaria,280,2,2,3,A estrenar,
58297667,19.39386987,-99.18130546,15500,MN,1,inmobiliaria,90,2,1,2,None,
58077893,19.3578525,-99.2882741,12500,MN,28,inmobiliaria,50,1,1,1,10,
57625037,19.3161861,-99.0913974,7050,MN,98,inmobiliaria,70,1,1,3,18,
56277638,19.384026,-99.181302,48000,MN,310,inmobiliaria,nan,3,4,3,15,
57776424,19.389,-99.2594,20500,MN,62,inmobiliaria,100,2,2,2,5,
57702806,19.4387693,-99.1786311,25000,MN,0,independiente,nan,2,2,2,1,
58092297,19.4343882,-99.1688614,14000,MN,25,inmobiliaria,60,1,0,1,2,
57821649,19.2981689,-99.1131054,24500,MN,54,inmobiliaria,108,2,2,3,4,
58242559,19.4018,-99.1135,15000,MN,10,inmobiliaria,67,1,2,2,2,
58236643,19.4490621,-99.2201204,35000,MN,8,inmobiliaria,nan,2,2,2,A estrenar,
57781377,19.4413563,-99.1802147,7000000,MN,61,independiente,nan,2,2,2,9,
58204604,19.4340199,-99.1956012,70000,MN,13,inmobiliaria,nan,3,2,3,1,
58066655,-99.25717802,19.33054867,50000,MN,32,inmobiliaria,nan,nan,nan,3,A estrenar,
57111761,19.4039011,-99.1384344,2550000,MN,182,inmobiliaria,nan,2,2,2,A estrenar,
56902817,19.4028058,-99.2351678,20000000,MN,213,inmobiliaria,336,3,3,3,5,
56346011,19.3549832,-99.1849698,45000,MN,267,inmobiliaria,nan,2,2,1,A estrenar,
57427748,19.4268373,-99.1918203,27000,MN,135,inmobiliaria,120,2,1,2,8,
57780157,19.3669206,-99.1761269,15000,MN,61,inmobiliaria,nan,2,1,1,30,
57638480,19.33506843,-99.19953904,18000,MN,98,inmobiliaria,nan,3,2,1,None,
58101487,19.4315155,-99.2099513,45000,MN,11,inmobiliaria,300,2,2,2,15,
58295321,19.35802,-99.2740198,31980,MN,1,inmobiliaria,93,2,2,2,7,
57927925,19.3967167,-99.1846494,12000,MN,44,inmobiliaria,50,1,1,1,2008,
58030695,19.4113239,-99.1750652,60000,MN,37,inmobiliaria,220,2,1,3,A estrenar,
57909576,19.3450508,-99.2058279,23000,MN,46,independiente,nan,2,2,2,A estrenar,
57256196,19.3316681,-99.2239272,34800,MN,163,inmobiliaria,288,3,3,3,8,
58258055,19.4330953,-99.1848711,35000,MN,8,inmobiliaria,nan,2,2,2,A estrenar,
58202544,19.3921191,-99.2495882,70000,MN,14,inmobiliaria,nan,3,3,3,19,
56540734,19.36271764,-99.28277488,40000,MN,7,inmobiliaria,164,3,2,3,3,
57341449,19.3627702,-99.2659429,50000,MN,44,inmobiliaria,280,3,3,3,10,
58245274,19.35829061,-99.27302725,22500,MN,9,inmobiliaria,78,1,1,1,2,
57831213,19.3950794,-99.265124,50000,MN,36,independiente,253,3,2,3,4,
57075460,19.4098619,-99.1815475,37700,MN,191,inmobiliaria,nan,2,2,2,A estrenar,
58150636,nan,nan,5000,MN,0,inmobiliaria,60,1,1,2,None,
58072649,19.4044001,-99.1641025,14500,MN,31,inmobiliaria,nan,1,1,2,50,
58174416,19.3088389,-99.0561932,4000,MN,8,inmobiliaria,50,1,1,2,20,
54226798,19.4348942,-99.1916796,45000,MN,269,inmobiliaria,200,2,2,3,17,
58260132,19.4303273,-99.203859,2800,USD,7,inmobiliaria,200,3,1,3,27,
58260503,19.3956354,-99.1781167,16800,MN,7,inmobiliaria,104,2,1,2,60,
58244518,19.4672986,-99.155403,11500,MN,3,inmobiliaria,60,1,1,2,8,
57819313,19.3663718,-99.2531902,55000,MN,56,inmobiliaria,nan,3,3,3,8,
56737333,nan,nan,40000,MN,7,inmobiliaria,100,2,2,2,10,
57632590,19.3817299,-99.1649891,20500,MN,96,inmobiliaria,94,2,2,2,3,
57379636,19.4315155,-99.2099513,60000,MN,144,inmobiliaria,nan,2,3,3,A estrenar,
56743445,19.3795125,-99.2642745,13500000,MN,235,inmobiliaria,300,3,3,3,15,
58047183,19.3640922,-99.1450531,11000,MN,36,inmobiliaria,81,2,0,2,42,
57208427,19.429035,-99.21667,3200,USD,0,inmobiliaria,220,2,2,1,None,
58013774,19.3899752,-99.2651286,6800000,MN,39,inmobiliaria,nan,3,2,3,13,
57762371,19.3337,-99.2018,50000,MN,64,inmobiliaria,255,3,3,2,25,
57497290,-99.2653557,19.3707171,185000,MN,119,inmobiliaria,330,1,10,0,15,
58015599,19.4288744,-99.1909697,7000,USD,39,inmobiliaria,nan,2,2,3,1,
53727522,nan,nan,3000,USD,0,independiente,240,3,2,3,None,
57871304,nan,nan,12800,MN,10,independiente,70,2,1,2,4,
56882349,19.3799427,-99.2658645,98000,MN,201,inmobiliaria,540,3,3,3,12,
58083750,19.4123493,-99.1394556,7000,MN,1,inmobiliaria,50,1,0,2,15,
57223756,19.3865535,-99.2551938,58000,MN,145,inmobiliaria,nan,3,2,3,35,
58051292,19.4322263,-99.1616278,26000,MN,35,inmobiliaria,82,2,1,2,A estrenar,
58081031,19.42769683,-99.1876971,4000000,USD,28,inmobiliaria,650,3,3,3,20,
58302753,19.431356,-99.192603,42000,MN,0,independiente,175,3,1,3,10,
57733629,19.43138035,-99.17821516,65000,MN,2,inmobiliaria,209,3,3,3,A estrenar,
57387041,19.345931,-99.25760069,75000,MN,143,inmobiliaria,307,3,3,3,A estrenar,
57199776,19.3486172,-99.2295316,24000,MN,172,inmobiliaria,nan,2,2,2,A estrenar,
54791738,19.430456,-99.1889121,3500,USD,27,inmobiliaria,270,3,2,3,5,
58045478,19.4400628,-99.1830266,20500,MN,36,inmobiliaria,nan,1,1,1,2,
57999228,-99.2039746,19.4417323,200000,MN,41,inmobiliaria,632,8,6,6,None,
56883626,19.4318149,-99.1940586,130000,MN,215,independiente,330,3,2,3,None,
58080484,19.4344727,-99.1907487,14900000,MN,28,inmobiliaria,203,3,2,3,2,
58238010,19.39616522,-99.17603415,24000,MN,10,inmobiliaria,90,1,1,2,1,
58096848,19.388111,-99.2445403,72500,MN,26,inmobiliaria,343,3,4,3,4,
57682989,19.433,-99.1863,45000,MN,91,inmobiliaria,259,3,1,3,54,
56572216,19.42471383,-99.22152109,85000,MN,197,inmobiliaria,171,2,2,3,None,
56596833,nan,nan,27000,MN,259,inmobiliaria,nan,2,2,2,A estrenar,
56724381,19.365657,-99.2630976,28000,MN,237,inmobiliaria,130,3,2,2,10,
58247304,19.3469683,-99.1236979,9200,MN,7,inmobiliaria,66,2,1,2,25,
57413953,-99.1555957,19.391191,5500000,MN,135,inmobiliaria,nan,1,2,2,A estrenar,
56745410,-99.1836755,19.3726839,25000,MN,232,inmobiliaria,75,1,1,1,4,
57985132,19.3585219,-99.1947596,40000,MN,43,inmobiliaria,508,3,4,3,16,
58148444,19.3968781,-99.1655345,25000,MN,21,inmobiliaria,150,2,1,2,A estrenar,
57829021,nan,nan,16000,MN,50,inmobiliaria,110,2,1,3,10,
57370219,19.35732232,-99.28336134,26000,MN,0,inmobiliaria,127,2,2,2,11,
57739039,19.433077,-99.1982123,50000,MN,70,inmobiliaria,130,3,2,2,15,
57556405,19.4416421,-99.2039005,90000,MN,100,inmobiliaria,nan,3,3,3,A estrenar,
57993192,19.43704384,-99.18970419,60000,MN,40,inmobiliaria,nan,1,1,1,16,
58047339,19.45588328,-99.21154762,15000,MN,8,inmobiliaria,nan,1,1,2,4,
57716287,19.3677512,-99.2896242,8500,MN,71,inmobiliaria,60,1,1,2,7,
57419005,19.3902512,-99.23919745,40000,MN,136,inmobiliaria,nan,3,5,3,8,
54157476,19.39003479,-99.26559635,46500,MN,122,inmobiliaria,259,3,2,3,3,
58192745,19.3582,-99.2045,18500,MN,15,inmobiliaria,115,3,2,2,4,
58211668,19.392327,-99.1879478,15000,MN,13,inmobiliaria,65,2,1,2,A estrenar,
58238050,19.44103055,-99.18531835,27000,MN,10,inmobiliaria,110,2,2,3,12,
57693461,19.3587567,-99.2891095,17000,MN,8,inmobiliaria,50,1,2,1,A estrenar,
57455216,19.39817287,-99.25519706,95000,MN,1,inmobiliaria,nan,3,3,3,A estrenar,
57794299,19.3974791,-99.1462387,7000,MN,59,inmobiliaria,10,1,0,1,1,
58216607,19.4325581,-99.2104404,41000,MN,12,inmobiliaria,220,2,2,3,40,
58084766,19.4318149,-99.1940586,130000,MN,27,inmobiliaria,408,3,2,3,None,
57747723,nan,nan,13000,MN,63,independiente,100,2,2,2,15,
58028383,19.34936362,-99.30421369,20000,MN,37,inmobiliaria,nan,1,2,1,2,
58288824,nan,nan,2100,USD,0,inmobiliaria,169,2,2,3,None,
57435232,19.3904162,-99.2550003,5200,USD,134,inmobiliaria,nan,3,4,3,A estrenar,
57735710,-99.18596638,19.43532276,30000,USD,13,inmobiliaria,400,1,1,3,A estrenar,
57034049,19.4249374,-99.2134442,45000,MN,1,inmobiliaria,245,2,2,3,30,
55014083,19.4340199,-99.1956012,75000,MN,267,inmobiliaria,nan,3,2,3,22,
57465059,19.4256949,-99.1938732,3900000,MN,127,inmobiliaria,65,2,1,2,A estrenar,
56455737,-99.2040356,19.4416142,29000,MN,10,inmobiliaria,60,1,1,1,A estrenar,
58284306,19.4180544,-99.0866451,1500000,MN,1,inmobiliaria,nan,1,0,1,30,
58111255,19.4340199,-99.1956012,7000,USD,17,inmobiliaria,nan,3,3,3,A estrenar,
57576787,19.3968962,-99.1782651,18500,MN,72,inmobiliaria,nan,2,2,2,4,
58257402,19.3869384,-99.2564318,43000,MN,6,independiente,250,2,2,3,30,
57998004,19.3625508,-99.2757861,65000,MN,42,inmobiliaria,nan,3,3,3,1,
58182920,19.431,-99.1809,24500,MN,18,inmobiliaria,85,2,2,3,10,
56965102,19.4284085,-99.1892565,33000000,MN,206,inmobiliaria,nan,3,4,3,A estrenar,
55954909,19.4151011,-99.2335053,53000,MN,269,inmobiliaria,nan,2,nan,nan,41,
57014401,19.3855147,-99.2533303,49900,MN,158,inmobiliaria,300,3,3,3,10,
57925454,19.4289499,-99.1711628,31000,MN,42,inmobiliaria,nan,2,2,2,A estrenar,
57444289,19.4382416,-99.2128582,8900000,MN,133,inmobiliaria,nan,2,2,3,36,
58292199,nan,nan,13200000,MN,2,inmobiliaria,nan,2,3,3,A estrenar,
57256531,19.4445835,-99.1746778,25000,MN,9,inmobiliaria,85,2,2,2,1,
57469240,19.3887489,-99.2406718,7750000,MN,118,inmobiliaria,nan,3,2,3,8,
57789349,19.3634385,-99.2790564,10000000,MN,60,inmobiliaria,270,3,3,3,14,
55411094,-99.2005531,19.4331242,40000,MN,267,inmobiliaria,nan,1,1,1,A estrenar,
58258124,19.4340199,-99.1956012,59900,MN,7,inmobiliaria,nan,2,2,2,A estrenar,
58213462,19.4751313,-99.1746562,10000,MN,13,inmobiliaria,92,1,1,3,30,
56899725,19.4313534,-99.2154426,35000,MN,4,inmobiliaria,210,2,2,2,20,
58194323,nan,nan,19000,MN,16,inmobiliaria,100,2,2,2,None,
56689169,19.43508818,-99.19810225,52000,MN,246,inmobiliaria,nan,2,2,2,A estrenar,
58075104,19.43961113,-99.18215913,34000,MN,31,inmobiliaria,104,2,2,3,4,
57909007,19.3631628,-99.2730402,14700000,MN,46,inmobiliaria,nan,3,3,3,A estrenar,
57257770,19.43583093,-99.20969889,28000,MN,162,inmobiliaria,130,2,1,2,30,
56691290,19.37441805,-99.25972673,35000,MN,243,inmobiliaria,nan,3,2,3,A estrenar,
57622949,19.434729,-99.1981149,4200,USD,98,inmobiliaria,280,3,3,3,A estrenar,
58245259,19.43606983,-99.18801317,55000,MN,9,inmobiliaria,nan,2,2,3,30,
57544337,19.395175,-99.162698,24000,MN,111,inmobiliaria,150,3,1,3,None,
57762632,19.2748471,-99.1794561,8750,MN,11,inmobiliaria,60,1,1,2,25,
57488602,19.39083548,-99.1677852,21500,MN,123,inmobiliaria,130,2,1,2,3,
57757000,19.40450021,-99.1649945,18000,MN,66,inmobiliaria,144,1,1,2,None,
58273197,19.2975495,-99.1273372,10500,MN,6,inmobiliaria,85,1,1,3,15,
55885491,19.3946632,-99.2378408,2200000,USD,337,inmobiliaria,nan,3,5,3,11,
57433928,19.4096083,-99.1806878,31000,MN,134,inmobiliaria,nan,2,2,2,A estrenar,
58087931,nan,nan,55000,MN,29,inmobiliaria,365,3,3,3,15,
58298382,19.4351241,-99.1916884,13920000,MN,1,independiente,141,2,1,2,15,
57800442,19.3904162,-99.2550003,56000,MN,59,inmobiliaria,nan,3,3,3,8,
57049759,19.3532986,-99.3055002,17500,MN,21,inmobiliaria,71,1,2,1,A estrenar,
58073220,19.3883984,-99.1921792,11500,MN,3,inmobiliaria,58,1,1,2,11,
58091172,19.3795125,-99.2642745,48000,MN,27,inmobiliaria,298,3,3,3,20,
52151836,19.44417179,-99.20426314,27000,MN,28,inmobiliaria,80,2,2,2,6,
54173725,19.39184451,-99.25025404,33000,MN,46,inmobiliaria,157,2,2,2,10,
57986812,-99.1771364,19.3699537,40000,MN,43,inmobiliaria,430,1,7,0,30,
57556319,19.427511,-99.2210416,8500,USD,102,inmobiliaria,nan,3,4,4,A estrenar,
58108899,19.3690643,-99.2509093,45000,MN,25,inmobiliaria,267,3,3,3,10,
57788662,19.3703334,-99.15001,16500,MN,8,inmobiliaria,106,2,1,2,3,
52744248,19.3820273,-99.2592015,60000,MN,156,inmobiliaria,nan,3,2,3,A estrenar,
56913134,19.4298,-99.1631,40000,MN,69,inmobiliaria,121,3,1,2,10,
58110758,19.4083519,-99.1705,50000,MN,23,inmobiliaria,160,3,2,2,1,
55014028,19.3928098,-99.1497664,19000,MN,269,inmobiliaria,nan,2,1,2,A estrenar,
58074457,19.348999,-99.2601603,87000,MN,31,inmobiliaria,nan,3,4,4,5,
57622858,-99.2504132,19.3885321,16500000,MN,100,inmobiliaria,320,0,3,3,20,
58082685,19.3630212,-99.2824435,30000,MN,28,inmobiliaria,144,2,1,3,3,
57722241,19.3815,-99.1527,21000,MN,74,inmobiliaria,113,2,2,3,4,
57644825,19.3827555,-99.2561849,15000,MN,95,inmobiliaria,nan,2,1,2,3,
54917601,19.4341827,-99.1871797,15500,MN,16,inmobiliaria,70,1,1,1,25,
58081535,19.4318149,-99.1940586,39000,MN,30,inmobiliaria,nan,2,nan,3,A estrenar,
57157211,-99.2112174,19.4555037,13500,MN,48,inmobiliaria,nan,0,1,2,2,
57418507,19.3893471,-99.26516,21450000,MN,134,independiente,nan,2,4,2,A estrenar,
57819472,19.4096083,-99.1806878,33000,MN,1,inmobiliaria,83,2,2,2,A estrenar,
57569236,19.41756963,-99.20990056,26000,MN,107,inmobiliaria,nan,1,0,1,15,
58239258,19.3573154,-99.1616088,35000,MN,8,inmobiliaria,nan,3,2,3,3,
57790252,19.4000849,-99.162837,21000,MN,58,inmobiliaria,90,2,2,2,6,
57455110,19.43794122,-99.20090079,14900000,MN,128,inmobiliaria,nan,2,2,2,39,
58256072,19.3902226,-99.168981,20000,MN,1,inmobiliaria,120,2,1,3,20,
57716251,nan,nan,60000,MN,12,inmobiliaria,220,2,2,2,9,
58179682,19.3418873,-99.1992427,26000,MN,16,inmobiliaria,nan,2,2,3,A estrenar,
58261444,19.4284094,-99.1807148,42000,MN,7,inmobiliaria,150,3,2,2,20,
58276092,19.4294456,-99.1637351,36000,MN,5,inmobiliaria,130,1,1,1,10,
55685539,19.4276608,-99.2212544,120000,MN,27,inmobiliaria,435,2,4,4,2,
57611648,19.4409446,-99.1990785,26000,MN,50,inmobiliaria,100,2,1,2,10,
56764307,19.3718126,-99.2603276,11000000,MN,230,inmobiliaria,220,3,3,3,1,
58075799,nan,nan,11500,MN,28,inmobiliaria,58,2,1,1,None,
58254605,19.36293576,-99.28263506,24100,MN,8,inmobiliaria,96,2,2,2,A estrenar,
57986608,19.3966893,-99.2567285,6000,USD,41,inmobiliaria,420,3,4,3,10,
55858838,19.35284776,-99.24585177,15000,MN,39,inmobiliaria,120,3,2,3,25,
57325918,-99.1426362,19.4776094,80000,MN,0,inmobiliaria,538,0,2,0,16,
58127532,nan,nan,40000,MN,10,inmobiliaria,200,2,1,3,16,
57435831,19.440953,-99.18503,39000,MN,16,inmobiliaria,100,2,1,2,6,
57572616,19.3717445,-99.1701662,26000,MN,108,inmobiliaria,200,3,2,3,A estrenar,
57653333,19.4332289,-99.211299,26000,MN,94,inmobiliaria,nan,1,2,1,A estrenar,
57584532,19.3912416,-99.2555347,37000,MN,105,independiente,250,2,2,2,15,
57165778,19.36147807,-99.19851776,24000,MN,176,inmobiliaria,nan,3,2,2,A estrenar,
57750728,19.430456,-99.1889121,6500,USD,25,inmobiliaria,nan,3,3,3,A estrenar,
57111550,19.3955323,-99.2284583,32000,MN,183,inmobiliaria,220,2,2,2,7,
56958251,19.4279484,-99.191347,175000,MN,207,inmobiliaria,nan,3,3,3,A estrenar,
57681522,19.3727064,-99.1654408,10000,MN,91,inmobiliaria,58,1,1,2,40,
58149381,19.36538467,-99.16137112,28000,MN,21,inmobiliaria,95,2,0,3,A estrenar,
58250523,19.3849897,-99.2278531,12500,MN,7,inmobiliaria,95,2,2,2,15,
58059523,19.43584738,-99.18846068,46000,MN,3,inmobiliaria,nan,2,2,3,35,
58298143,19.421469,-99.225289,25000,MN,1,inmobiliaria,65,2,1,2,A estrenar,
57781929,19.4356474,-99.2085754,60000,MN,63,inmobiliaria,nan,3,2,3,2,
58024625,19.3875537,-99.1794951,4500000,MN,38,inmobiliaria,83,2,1,2,A estrenar,
58000094,nan,nan,20000,MN,39,inmobiliaria,112,2,2,2,None,
55332450,19.43768225,-99.21089371,16900000,MN,nan,inmobiliaria,300,3,2,3,A estrenar,
57924410,19.3647055,-99.1839783,20000,MN,42,inmobiliaria,nan,1,1,1,A estrenar,
58042767,19.3890438,-99.2601625,25000,MN,36,inmobiliaria,nan,2,1,2,2,
56305245,19.3837872,-99.2577735,7300000,MN,306,inmobiliaria,163,2,2,2,17,
58014207,19.39603281,-99.16781016,20000,MN,39,inmobiliaria,nan,2,2,2,None,
58189140,19.4227164,-99.1552608,25000,MN,17,inmobiliaria,100,1,1,2,A estrenar,
58118612,19.4089316,-99.2443712,29000,MN,22,inmobiliaria,nan,2,2,3,15,
56870154,19.3943,-99.1624,21000,MN,220,inmobiliaria,95,2,2,2,1,
58133838,19.4357882,-99.2103577,40000,MN,23,inmobiliaria,nan,2,2,3,20,
57455449,19.38194747,-99.25670689,2250000,USD,130,inmobiliaria,nan,2,5,3,A estrenar,
54970971,19.398568,-99.1631843,4100000,MN,nan,inmobiliaria,80,2,2,2,10,
57516342,19.4397689,-99.1834659,16000,MN,117,inmobiliaria,45,1,1,1,3,
57446057,19.4339368,-99.1922873,70000,MN,121,inmobiliaria,nan,2,2,3,A estrenar,
56911530,19.4206077,-99.2035669,18000,MN,212,inmobiliaria,nan,1,nan,1,A estrenar,
56210738,19.420671,-99.1999945,4500,USD,324,inmobiliaria,235,2,0,2,1,
56533597,19.3698625,-99.2681642,12850000,MN,268,inmobiliaria,nan,3,3,3,14,
57593393,19.4336394,-99.1871364,140000,MN,65,inmobiliaria,nan,3,3,4,A estrenar,
58175292,19.3873569,-99.1918807,13000,MN,7,inmobiliaria,65,2,1,3,50,
56503324,19.43991465,-99.18331785,42000,MN,134,inmobiliaria,150,3,2,4,A estrenar,
58278833,19.3821227,-99.1651905,18500,MN,2,inmobiliaria,130,2,2,3,30,
57557238,19.43585573,-99.2115439,62000,MN,55,independiente,nan,3,2,3,A estrenar,
58207782,nan,nan,10200,MN,1,inmobiliaria,45,1,1,1,8,
58140207,19.3872626,-99.1754024,18000,MN,22,inmobiliaria,nan,1,1,1,2,
58133967,19.362202,-99.2631838,62000,MN,21,inmobiliaria,287,2,2,2,10,
57045726,19.37998399,-99.26521801,34500,MN,194,inmobiliaria,320,3,3,3,24,
57599938,-99.20503932,19.42118499,45000,MN,103,independiente,98,1,1,1,2,
55908011,19.4286142,-99.1813784,70000,MN,269,inmobiliaria,nan,2,2,2,A estrenar,
58275817,19.428258,-99.148566,13999,MN,5,inmobiliaria,60,2,1,1,None,
57806049,19.2982,-99.1284,10500,MN,56,inmobiliaria,71,1,1,2,27,
57712839,nan,nan,28000,MN,70,inmobiliaria,nan,1,1,1,5,
58066779,19.4400628,-99.1830266,21000,MN,27,inmobiliaria,60,1,1,1,5,
56680686,19.3904162,-99.2550003,15000,MN,245,inmobiliaria,47,1,1,1,None,
54812510,19.3883015,-99.2409988,39800,MN,160,inmobiliaria,nan,3,5,3,2010,
57908901,nan,nan,45000,MN,44,inmobiliaria,nan,3,2,4,4,
57804876,19.422946,-99.1652713,4000,MN,8,inmobiliaria,50,1,0,4,15,
58299263,nan,nan,55000,MN,1,inmobiliaria,200,2,2,3,12,
56110063,19.2594476,-99.163919,17000,MN,1,inmobiliaria,120,2,2,2,2,
58012867,19.3510016,-99.2968377,27500,MN,39,inmobiliaria,nan,3,2,3,A estrenar,
56853956,19.4279743,-99.1936966,7000,USD,222,inmobiliaria,nan,3,2,3,A estrenar,
52908102,19.4296858,-99.1822571,68000,MN,nan,independiente,260,2,2,3,20,
52506980,19.4256427,-99.172342,36000000,MN,nan,inmobiliaria,nan,2,2,2,9,
57831801,19.4268373,-99.1918203,22000,MN,53,independiente,nan,1,1,nan,A estrenar,
58287175,19.4145261,-99.1695954,60000,MN,3,inmobiliaria,180,2,2,2,2,
58225462,19.4278301,-99.1645999,37000,MN,7,inmobiliaria,nan,1,1,1,10,
58221638,19.469563,-99.1567231,12000,MN,12,inmobiliaria,57,2,1,2,A estrenar,
57132523,19.43378679,-99.2033227,1200000,USD,182,inmobiliaria,nan,3,3,3,10,
58168785,19.3544035,-99.2949992,13500,MN,16,inmobiliaria,65,2,1,2,1,
58033741,19.4351611,-99.1990379,6000,USD,8,inmobiliaria,300,3,3,3,6,
58118598,19.4300217,-99.1828894,8500,USD,24,inmobiliaria,260,2,2,2,A estrenar,
58215862,19.43242296,-99.19908646,38000,MN,14,inmobiliaria,160,2,1,3,20,
56879779,19.3458836,-99.2668376,8000,USD,216,inmobiliaria,600,3,4,3,5,
58255657,19.4260032,-99.1862786,28000,MN,8,inmobiliaria,120,3,2,3,A estrenar,
55933667,19.3636592,-99.2758608,130000,MN,158,inmobiliaria,nan,3,4,3,A estrenar,
58170081,19.3503166,-99.2989822,18300,MN,16,inmobiliaria,90,2,2,2,A estrenar,
58181630,19.4689049,-99.1547253,15000,MN,18,inmobiliaria,74,2,1,3,1,
58257144,19.3576073,-99.2853483,23000,MN,8,inmobiliaria,nan,3,3,3,20,
57920837,19.4283362,-99.1923064,160000,MN,45,inmobiliaria,414,3,3,3,15,
58201408,19.4317686,-99.213967,25000,MN,16,independiente,350,2,2,2,A estrenar,
58006032,19.3527163,-99.2454271,20500,MN,4,inmobiliaria,196,2,2,2,8,
